Vertex         ,Longitude (dd) ,Latitude (dd)  ,Z (Meters)     
3059,107.7002266,33.5600785,0
3060,107.7001266,33.5601185,0
3061,107.7000166,33.5601485,0
3062,107.6999266,33.5601686,0
3063,107.6998266,33.5601886,0
3064,107.6997266,33.5601986,0
3065,107.6996166,33.5602086,0
3066,107.6994966,33.5602186,0
3067,107.6992966,33.5602286,0
3068,107.6992366,33.5602286,0
3069,107.6991866,33.5602286,0
3070,107.6991266,33.5602186,0
3071,107.6990766,33.5602086,0
3072,107.6990366,33.5602086,0
3073,107.6989866,33.5601886,0
3074,107.6989166,33.5601686,0
3075,107.6988466,33.5601286,0
3076,107.6987866,33.5600986,0
3077,107.6987566,33.5600786,0
3078,107.6987366,33.5600686,0
3079,107.6987166,33.5600486,0
3080,107.6986966,33.5600186,0
3081,107.6986766,33.5599986,0
3082,107.6986566,33.5599686,0
3083,107.6986266,33.5599186,0
3084,107.6986066,33.5598686,0
3085,107.6985066,33.5603186,0
3086,107.6984666,33.5608786,0
3087,107.6982666,33.5614886,0
3088,107.6982066,33.5621986,0
3089,107.6983866,33.5627086,0
3090,107.6987266,33.5631586,0
3091,107.6991866,33.5636586,0
3092,107.6995567,33.5640686,0
3093,107.7003767,33.5644686,0
3094,107.7004469,33.5644771,0
3095,107.7008767,33.5645286,0
3096,107.7009367,33.5647086,0
3097,107.7009367,33.564918,0
3098,107.7009367,33.5649186,0
3099,107.7008667,33.5652687,0
3100,107.7007767,33.5653687,0
3101,107.7007766,33.5653686,0
3102,107.7007688,33.5653766,0
3103,107.7008788,33.5654096,0
3104,107.7012286,33.5655575,0
3105,107.7015177,33.5657224,0
3106,107.7018561,33.5659831,0
3107,107.7021997,33.5662914,0
3108,107.7023365,33.5664142,0
3109,107.7033258,33.5674582,0
3110,107.7042198,33.5681416,0
3111,107.7045439,33.568459,0
3112,107.7047056,33.5686177,0
3113,107.7049333,33.5687772,0
3114,107.7058349,33.5690774,0
3115,107.7061949,33.5692416,0
3116,107.706197,33.5692287,0
3117,107.7061969,33.5692287,0
3118,107.7062469,33.5689287,0
3119,107.7067569,33.5689187,0
3120,107.7071269,33.5691387,0
3121,107.7073769,33.5692787,0
3122,107.707747,33.5692787,0
3123,107.708177,33.5692887,0
3124,107.708547,33.5694987,0
3125,107.708947,33.5697187,0
3126,107.709657,33.5701387,0
3127,107.710107,33.5703587,0
3128,107.7108771,33.5706987,0
3129,107.7112271,33.5709287,0
3130,107.7114071,33.5709887,0
3131,107.7114671,33.5710087,0
3132,107.7117971,33.5710687,0
3133,107.7121671,33.5711787,0
3134,107.7124071,33.5713387,0
3135,107.7124967,33.5714133,0
3136,107.7125871,33.5714887,0
3137,107.7126193,33.5715289,0
3138,107.7126671,33.5715887,0
3139,107.7126271,33.5718087,0
3140,107.7126271,33.5718086,0
3141,107.7126212,33.5718383,0
3142,107.7127895,33.5720049,0
3143,107.7129165,33.5721711,0
3144,107.7129216,33.5721943,0
3145,107.7129847,33.5724805,0
3146,107.7129,33.5728271,0
3147,107.7125305,33.5732137,0
3148,107.7122789,33.5733656,0
3149,107.7120265,33.5734639,0
3150,107.7119784,33.5734826,0
3151,107.7116737,33.5735299,0
3152,107.7109486,33.5735165,0
3153,107.7104376,33.573593,0
3154,107.7103442,33.5736185,0
3155,107.71006,33.5736959,0
3156,107.709324,33.5740027,0
3157,107.7083314,33.5743444,0
3158,107.7080183,33.574403,0
3159,107.7073088,33.5744591,0
3160,107.7066248,33.5745552,0
3161,107.7059877,33.5747111,0
3162,107.7056596,33.5748715,0
3163,107.7054779,33.5749994,0
3164,107.7054043,33.5751001,0
3165,107.705276,33.5754093,0
3166,107.7050296,33.5756198,0
3167,107.7046543,33.5758217,0
3168,107.7036441,33.5762021,0
3169,107.7027713,33.5763113,0
3170,107.7019676,33.5766916,0
3171,107.7009411,33.5768972,0
3172,107.7008943,33.5769065,0
3173,107.699965,33.5770147,0
3174,107.6983642,33.5770158,0
3175,107.6976161,33.577129,0
3176,107.6974206,33.5771829,0
3177,107.6972184,33.5772391,0
3178,107.6970803,33.577321,0
3179,107.6970399,33.5773454,0
3180,107.696863,33.5774519,0
3181,107.696665,33.5776635,0
3182,107.6965126,33.5778245,0
3183,107.6963296,33.5780876,0
3184,107.695947,33.5788304,0
3185,107.695417,33.579554,0
3186,107.69494,33.5800983,0
3187,107.6946188,33.5807227,0
3188,107.6944539,33.5812602,0
3189,107.6943701,33.581814,0
3190,107.6943734,33.5822668,0
3191,107.6944571,33.5832496,0
3192,107.6945221,33.5836087,0
3193,107.6945901,33.5838054,0
3194,107.6945926,33.5838126,0
3195,107.6946227,33.5838994,0
3196,107.6948153,33.5842061,0
3197,107.6951595,33.5847573,0
3198,107.6954158,33.5853195,0
3199,107.6956044,33.5854754,0
3200,107.6961829,33.5857038,0
3201,107.6961998,33.5857222,0
3202,107.6963542,33.5858893,0
3203,107.6964421,33.5862073,0
3204,107.6965279,33.5865186,0
3205,107.6965974,33.5871975,0
3206,107.6967727,33.5875542,0
3207,107.6974812,33.5883273,0
3208,107.6980749,33.5888483,0
3209,107.6986206,33.5892329,0
3210,107.6987872,33.5894208,0
3211,107.6988038,33.5894784,0
3212,107.6988348,33.5895865,0
3213,107.6988127,33.5898055,0
3214,107.6986519,33.5902844,0
3215,107.6985275,33.5905462,0
3216,107.6983302,33.5908457,0
3217,107.6980793,33.5911458,0
3218,107.6980683,33.5911589,0
3219,107.6980635,33.5911647,0
3220,107.697458,33.5917547,0
3221,107.6971497,33.5920565,0
3222,107.6967167,33.5924175,0
3223,107.6965234,33.5925559,0
3224,107.6965471,33.5925792,0
3225,107.696547,33.5925793,0
3226,107.696607,33.5926393,0
3227,107.696657,33.5926993,0
3228,107.696717,33.5927493,0
3229,107.696787,33.5927993,0
3230,107.696827,33.5928393,0
3231,107.696947,33.5929093,0
3232,107.696977,33.5929293,0
3233,107.696997,33.5929493,0
3234,107.697027,33.5929693,0
3235,107.697057,33.5929993,0
3236,107.697077,33.5930393,0
3237,107.697107,33.5930693,0
3238,107.697157,33.5931493,0
3239,107.697217,33.5932393,0
3240,107.697247,33.5933093,0
3241,107.697277,33.5933693,0
3242,107.697297,33.5934193,0
3243,107.697307,33.5934693,0
3244,107.697317,33.5935193,0
3245,107.697327,33.5935893,0
3246,107.697327,33.5936593,0
3247,107.697317,33.5937593,0
3248,107.697307,33.5938693,0
3249,107.697307,33.5939393,0
3250,107.697287,33.5940093,0
3251,107.697267,33.5940593,0
3252,107.697247,33.5940993,0
3253,107.697227,33.5941493,0
3254,107.697187,33.5941893,0
3255,107.697107,33.5942893,0
3256,107.697067,33.5943393,0
3257,107.696997,33.5944593,0
3258,107.696957,33.5945393,0
3259,107.696927,33.5946093,0
3260,107.696897,33.5946693,0
3261,107.696887,33.5947294,0
3262,107.696886,33.5947367,0
3263,107.696877,33.5947994,0
3264,107.696877,33.5948694,0
3265,107.696887,33.5950194,0
3266,107.696887,33.5950694,0
3267,107.696897,33.5952194,0
3268,107.696897,33.5952594,0
3269,107.696887,33.5952894,0
3270,107.696877,33.5953494,0
3271,107.696867,33.5954194,0
3272,107.696847,33.5954894,0
3273,107.696807,33.5955994,0
3274,107.696797,33.5956194,0
3275,107.696767,33.5957094,0
3276,107.696717,33.5958194,0
3277,107.696667,33.5959394,0
3278,107.696607,33.5960494,0
3279,107.696697,33.5962994,0
3280,107.696727,33.5963794,0
3281,107.696737,33.5964094,0
3282,107.696747,33.5964394,0
3283,107.696757,33.5964794,0
3284,107.696767,33.5965094,0
3285,107.696767,33.5965394,0
3286,107.696767,33.5965794,0
3287,107.696767,33.5966094,0
3288,107.696767,33.5966494,0
3289,107.696757,33.5967094,0
3290,107.696747,33.5968094,0
3291,107.696727,33.5969494,0
3292,107.696707,33.5970494,0
3293,107.696697,33.5971194,0
3294,107.696667,33.5972294,0
3295,107.696607,33.5974994,0
3296,107.696597,33.5975694,0
3297,107.696587,33.5976094,0
3298,107.696577,33.5976394,0
3299,107.696577,33.5976794,0
3300,107.696577,33.5977094,0
3301,107.696567,33.5977494,0
3302,107.696567,33.5977794,0
3303,107.696577,33.5978494,0
3304,107.696577,33.5979294,0
3305,107.696587,33.5979994,0
3306,107.696607,33.5982394,0
3307,107.696629,33.598437,0
3308,107.696647,33.5985994,0
3309,107.696647,33.5986694,0
3310,107.696657,33.5987394,0
3311,107.696657,33.5988094,0
3312,107.696667,33.5989194,0
3313,107.696677,33.5993395,0
3314,107.6966771,33.5994095,0
3315,107.6966871,33.5994795,0
3316,107.6966871,33.5995495,0
3317,107.6966971,33.5996195,0
3318,107.6967071,33.5996895,0
3319,107.6967371,33.5998195,0
3320,107.6967471,33.5998895,0
3321,107.6967571,33.5999595,0
3322,107.6967571,33.5999895,0
3323,107.6967571,33.6000295,0
3324,107.6967671,33.6000895,0
3325,107.6967771,33.6002295,0
3326,107.6967771,33.6003695,0
3327,107.6967771,33.6004395,0
3328,107.6967771,33.6004695,0
3329,107.6967671,33.6005095,0
3330,107.6967671,33.6005395,0
3331,107.6967571,33.6005795,0
3332,107.6967571,33.6006095,0
3333,107.6967371,33.6006395,0
3334,107.6967271,33.6006695,0
3335,107.6967171,33.6007095,0
3336,107.6966971,33.6007395,0
3337,107.6966671,33.6007995,0
3338,107.6965971,33.6009295,0
3339,107.6965671,33.6009895,0
3340,107.6965371,33.6010495,0
3341,107.6965271,33.6010895,0
3342,107.6965171,33.6011195,0
3343,107.6965071,33.6011495,0
3344,107.6964971,33.6011795,0
3345,107.6964971,33.6012195,0
3346,107.6964971,33.6012495,0
3347,107.6965071,33.6012795,0
3348,107.6965071,33.6013195,0
3349,107.6965271,33.6013795,0
3350,107.6965471,33.6014495,0
3351,107.6965771,33.6015895,0
3352,107.696601,33.6016692,0
3353,107.6966071,33.6016895,0
3354,107.6966271,33.6017495,0
3355,107.6966571,33.6018195,0
3356,107.6966671,33.6018495,0
3357,107.6966871,33.6018795,0
3358,107.6966971,33.6019195,0
3359,107.6967171,33.6019495,0
3360,107.6967471,33.6020095,0
3361,107.6968371,33.6021795,0
3362,107.6968771,33.6022395,0
3363,107.6968871,33.6022695,0
3364,107.6969071,33.6023095,0
3365,107.6969171,33.6023395,0
3366,107.6969271,33.6023695,0
3367,107.6969371,33.6024095,0
3368,107.6969371,33.6024395,0
3369,107.6969471,33.6024695,0
3370,107.6969571,33.6025395,0
3371,107.6969671,33.6026495,0
3372,107.6969671,33.6027195,0
3373,107.6969671,33.6027495,0
3374,107.6969671,33.6027895,0
3375,107.6969671,33.6028195,0
3376,107.6969671,33.6028595,0
3377,107.6969671,33.6028795,0
3378,107.6969671,33.6028895,0
3379,107.6969571,33.6029295,0
3380,107.6969471,33.6029995,0
3381,107.6969271,33.6031395,0
3382,107.6969171,33.6032095,0
3383,107.6969071,33.6032495,0
3384,107.6969071,33.6032795,0
3385,107.6969071,33.6033195,0
3386,107.6969071,33.6033495,0
3387,107.6969171,33.6034195,0
3388,107.6969171,33.6034895,0
3389,107.6969271,33.6035895,0
3390,107.696944,33.6036825,0
3391,107.6969471,33.6036995,0
3392,107.69695,33.6037141,0
3393,107.6969671,33.6037995,0
3394,107.6969671,33.6038195,0
3395,107.6969771,33.6038995,0
3396,107.6969971,33.6039595,0
3397,107.6970071,33.6039895,0
3398,107.6970071,33.6040295,0
3399,107.6970171,33.6040595,0
3400,107.6970271,33.6040895,0
3401,107.6970471,33.6041195,0
3402,107.6970571,33.6041595,0
3403,107.6970771,33.6041895,0
3404,107.6970971,33.6042195,0
3405,107.6971471,33.6043095,0
3406,107.6973271,33.6045896,0
3407,107.6973971,33.6047096,0
3408,107.6974371,33.6047796,0
3409,107.6974571,33.6048096,0
3410,107.6974871,33.6048396,0
3411,107.6975071,33.6048596,0
3412,107.6975271,33.6048896,0
3413,107.6975771,33.6049496,0
3414,107.6976872,33.6050596,0
3415,107.6977172,33.6055996,0
3416,107.6977272,33.6057196,0
3417,107.6977472,33.6058196,0
3418,107.6977672,33.6059096,0
3419,107.6977972,33.6059896,0
3420,107.6978272,33.6060496,0
3421,107.6978572,33.6061196,0
3422,107.6979072,33.6061996,0
3423,107.6979672,33.6062896,0
3424,107.6979782,33.6063043,0
3425,107.6979972,33.6063296,0
3426,107.6980072,33.6063396,0
3427,107.6978872,33.6064096,0
3428,107.6974572,33.6065596,0
3429,107.6964771,33.6070196,0
3430,107.6961071,33.6066996,0
3431,107.6959471,33.6056496,0
3432,107.6958971,33.6053196,0
3433,107.6954271,33.6042896,0
3434,107.6954071,33.6042496,0
3435,107.6947671,33.6036496,0
3436,107.694517,33.6032796,0
3437,107.694197,33.6027995,0
3438,107.693597,33.6025195,0
3439,107.693427,33.6025896,0
3440,107.693247,33.6026596,0
3441,107.693067,33.6027196,0
3442,107.692887,33.6027696,0
3443,107.692817,33.6027896,0
3444,107.692747,33.6027996,0
3445,107.692677,33.6028096,0
3446,107.692597,33.6028196,0
3447,107.692517,33.6028196,0
3448,107.692437,33.6028296,0
3449,107.692347,33.6028196,0
3450,107.692257,33.6028196,0
3451,107.692097,33.6028096,0
3452,107.691907,33.6027796,0
3453,107.691727,33.6027596,0
3454,107.6912869,33.6026796,0
3455,107.6911569,33.6026696,0
3456,107.6910569,33.6026496,0
3457,107.6909369,33.6026396,0
3458,107.6908269,33.6026296,0
3459,107.6907269,33.6026296,0
3460,107.6906369,33.6026296,0
3461,107.6905269,33.6026296,0
3462,107.6904269,33.6026496,0
3463,107.6903869,33.6026496,0
3464,107.6903369,33.6026596,0
3465,107.6902969,33.6026796,0
3466,107.6902569,33.6026896,0
3467,107.6902169,33.6026996,0
3468,107.6901769,33.6027196,0
3469,107.6901369,33.6027396,0
3470,107.6901069,33.6027596,0
3471,107.6900669,33.6027796,0
3472,107.6900369,33.6027996,0
3473,107.6900069,33.6028196,0
3474,107.6899769,33.6028496,0
3475,107.6899269,33.6028996,0
3476,107.6898769,33.6029496,0
3477,107.6898269,33.6029996,0
3478,107.6897769,33.6030496,0
3479,107.6897669,33.6030596,0
3480,107.6897369,33.6035396,0
3481,107.6900769,33.6047596,0
3482,107.6902169,33.6048896,0
3483,107.6899869,33.6049596,0
3484,107.6897969,33.6050496,0
3485,107.6894569,33.6051596,0
3486,107.6893469,33.6049596,0
3487,107.6892269,33.6047196,0
3488,107.6891769,33.6046396,0
3489,107.6891369,33.6045796,0
3490,107.6890969,33.6045096,0
3491,107.6890469,33.6044496,0
3492,107.6889969,33.6043796,0
3493,107.6889369,33.6043196,0
3494,107.6888769,33.6042596,0
3495,107.6888169,33.6041996,0
3496,107.6887469,33.6041296,0
3497,107.6886669,33.6040696,0
3498,107.6886069,33.6040196,0
3499,107.6885469,33.6039696,0
3500,107.6884769,33.6039296,0
3501,107.6884069,33.6038796,0
3502,107.6882469,33.6037796,0
3503,107.6879769,33.6036396,0
3504,107.6877668,33.6035196,0
3505,107.6876868,33.6034796,0
3506,107.6876068,33.6034396,0
3507,107.6874668,33.6033796,0
3508,107.6872468,33.6032896,0
3509,107.6871268,33.6032396,0
3510,107.6870568,33.6032196,0
3511,107.6868568,33.6031496,0
3512,107.6867268,33.6030996,0
3513,107.6866168,33.6030496,0
3514,107.6865068,33.6029996,0
3515,107.6864795,33.6029382,0
3516,107.6864668,33.6029096,0
3517,107.6864452,33.6029374,0
3518,107.6863968,33.6029996,0
3519,107.6863068,33.6030996,0
3520,107.6862768,33.6031096,0
3521,107.6861468,33.6031596,0
3522,107.6859868,33.6032796,0
3523,107.6857468,33.6034297,0
3524,107.6856068,33.6034597,0
3525,107.6855568,33.6034697,0
3526,107.6854668,33.6034997,0
3527,107.6852568,33.6035797,0
3528,107.6848168,33.6036897,0
3529,107.6848268,33.6036597,0
3530,107.6848468,33.6036297,0
3531,107.6848568,33.6035997,0
3532,107.6848568,33.6035697,0
3533,107.6848668,33.6035397,0
3534,107.6848668,33.6035097,0
3535,107.6848668,33.6034797,0
3536,107.6848668,33.6034497,0
3537,107.6848668,33.6034297,0
3538,107.6848468,33.6033797,0
3539,107.6848468,33.6033497,0
3540,107.6848468,33.6033297,0
3541,107.6848568,33.6032997,0
3542,107.6848668,33.6032797,0
3543,107.6848768,33.6032497,0
3544,107.6848968,33.6032397,0
3545,107.6849068,33.6032197,0
3546,107.6849368,33.6031997,0
3547,107.6849568,33.6031797,0
3548,107.6849268,33.6031197,0
3549,107.6849168,33.6030997,0
3550,107.6848968,33.6030697,0
3551,107.6848768,33.6030497,0
3552,107.6848568,33.6030297,0
3553,107.6848268,33.6030097,0
3554,107.6848068,33.6029897,0
3555,107.6847768,33.6029697,0
3556,107.6847468,33.6029497,0
3557,107.6847168,33.6029397,0
3558,107.6846168,33.6029097,0
3559,107.6845768,33.6028897,0
3560,107.6845467,33.6028697,0
3561,107.6845167,33.6028497,0
3562,107.6843967,33.6027497,0
3563,107.6843667,33.6027297,0
3564,107.6843367,33.6027097,0
3565,107.6842667,33.6026797,0
3566,107.6841167,33.6026097,0
3567,107.6840667,33.6025897,0
3568,107.6839667,33.6025297,0
3569,107.6839167,33.6024997,0
3570,107.6838667,33.6024797,0
3571,107.6838167,33.6024597,0
3572,107.6837567,33.6024397,0
3573,107.6836867,33.6024297,0
3574,107.6836067,33.6024297,0
3575,107.6834367,33.6024197,0
3576,107.6833267,33.6024097,0
3577,107.6831967,33.6023997,0
3578,107.6830767,33.6023997,0
3579,107.6829467,33.6023997,0
3580,107.6828067,33.6024097,0
3581,107.6826667,33.6024097,0
3582,107.6825067,33.6024297,0
3583,107.6823467,33.6024397,0
3584,107.6821667,33.6024497,0
3585,107.6820967,33.6024597,0
3586,107.6820267,33.6024697,0
3587,107.6819667,33.6024797,0
3588,107.6819367,33.6024897,0
3589,107.6818967,33.6025097,0
3590,107.6817567,33.6025697,0
3591,107.6817267,33.6025797,0
3592,107.6816967,33.6025897,0
3593,107.6816267,33.6026097,0
3594,107.6815567,33.6026297,0
3595,107.6814867,33.6026397,0
3596,107.6813967,33.6026497,0
3597,107.6813067,33.6026597,0
3598,107.6811967,33.6026697,0
3599,107.6810766,33.6026697,0
3600,107.6809166,33.6026597,0
3601,107.6806866,33.6026497,0
3602,107.6804966,33.6026497,0
3603,107.6803966,33.6026397,0
3604,107.6803066,33.6026497,0
3605,107.6802566,33.6026597,0
3606,107.6802166,33.6026597,0
3607,107.6801566,33.6026797,0
3608,107.6800766,33.6026997,0
3609,107.6800066,33.6027297,0
3610,107.6799266,33.6027597,0
3611,107.6798466,33.6027897,0
3612,107.6797766,33.6028297,0
3613,107.6797066,33.6028697,0
3614,107.6796566,33.6028997,0
3615,107.6796266,33.6029297,0
3616,107.6795966,33.6029597,0
3617,107.6794966,33.6030697,0
3618,107.6793766,33.6031997,0
3619,107.6793266,33.6032497,0
3620,107.6792466,33.6033297,0
3621,107.6791966,33.6033697,0
3622,107.6791566,33.6034097,0
3623,107.6791066,33.6034497,0
3624,107.6790366,33.6034897,0
3625,107.6789666,33.6035197,0
3626,107.6788966,33.6035397,0
3627,107.6788666,33.6035497,0
3628,107.6788366,33.6035597,0
3629,107.6788066,33.6035597,0
3630,107.6787766,33.6035597,0
3631,107.6786466,33.6035597,0
3632,107.6786066,33.6035597,0
3633,107.6785266,33.6035697,0
3634,107.6784666,33.6035797,0
3635,107.6784066,33.6035897,0
3636,107.6783466,33.6035997,0
3637,107.6783066,33.6036197,0
3638,107.6782266,33.6036497,0
3639,107.6781866,33.6036597,0
3640,107.6780866,33.6036797,0
3641,107.6779966,33.6037097,0
3642,107.6778966,33.6037197,0
3643,107.6778066,33.6037297,0
3644,107.6776866,33.6037397,0
3645,107.6775966,33.6037397,0
3646,107.6775166,33.6037397,0
3647,107.6774766,33.6037297,0
3648,107.6774466,33.6037297,0
3649,107.6774166,33.6037197,0
3650,107.6773966,33.6037097,0
3651,107.6772666,33.6036597,0
3652,107.6772366,33.6036497,0
3653,107.6772166,33.6036497,0
3654,107.6771466,33.6036297,0
3655,107.6770865,33.6036197,0
3656,107.6770365,33.6036197,0
3657,107.6769765,33.6036197,0
3658,107.6769165,33.6036198,0
3659,107.6768565,33.6036198,0
3660,107.6768065,33.6036298,0
3661,107.6767465,33.6036398,0
3662,107.6767265,33.6035498,0
3663,107.6767165,33.6034597,0
3664,107.6767165,33.6033797,0
3665,107.6767165,33.6032897,0
3666,107.6767165,33.6029897,0
3667,107.6767165,33.6028697,0
3668,107.6767165,33.6027997,0
3669,107.6767065,33.6027497,0
3670,107.6767065,33.6026897,0
3671,107.6766965,33.6026397,0
3672,107.6766665,33.6025197,0
3673,107.6766465,33.6024297,0
3674,107.6766265,33.6023497,0
3675,107.6765965,33.6022797,0
3676,107.6765665,33.6022297,0
3677,107.6764965,33.6020997,0
3678,107.6764665,33.6020397,0
3679,107.6764365,33.6019797,0
3680,107.6764165,33.6019097,0
3681,107.6764065,33.6018897,0
3682,107.6763965,33.6018397,0
3683,107.6763665,33.6017497,0
3684,107.6763565,33.6016997,0
3685,107.6763365,33.6015697,0
3686,107.6763165,33.6015097,0
3687,107.6762865,33.6014197,0
3688,107.6762465,33.6013297,0
3689,107.6761965,33.6012497,0
3690,107.6761465,33.6011697,0
3691,107.6761472,33.6011697,0
3692,107.6761422,33.6011617,0
3693,107.6754939,33.6011608,0
3694,107.6752265,33.6011254,0
3695,107.6751864,33.6011201,0
3696,107.6750533,33.6010622,0
3697,107.6749202,33.6009569,0
3698,107.6747103,33.6006551,0
3699,107.6746901,33.600482,0
3700,107.6748393,33.6000372,0
3701,107.6748353,33.5998435,0
3702,107.6746171,33.5994247,0
3703,107.6745346,33.5992267,0
3704,107.6742042,33.5984332,0
3705,107.6741723,33.5983799,0
3706,107.6740303,33.5981419,0
3707,107.6737812,33.5977259,0
3708,107.6735745,33.5974848,0
3709,107.6733199,33.5972605,0
3710,107.6711788,33.5957071,0
3711,107.6703015,33.5949781,0
3712,107.6701504,33.5948124,0
3713,107.6700191,33.5945944,0
3714,107.6699363,33.5943033,0
3715,107.669884,33.5941197,0
3716,107.6698527,33.5940425,0
3717,107.6697261,33.5937308,0
3718,107.6693562,33.5936496,0
3719,107.6692362,33.5936296,0
3720,107.6691562,33.5936196,0
3721,107.6691062,33.5936096,0
3722,107.6690662,33.5935996,0
3723,107.6690262,33.5935996,0
3724,107.6689862,33.5935896,0
3725,107.6689462,33.5935896,0
3726,107.6688962,33.5935896,0
3727,107.6688162,33.5935896,0
3728,107.6686862,33.5935796,0
3729,107.6675761,33.5935596,0
3730,107.6674561,33.5935596,0
3731,107.6673661,33.5935496,0
3732,107.6673261,33.5935496,0
3733,107.6672361,33.5935396,0
3734,107.6671161,33.5935296,0
3735,107.6664461,33.5934396,0
3736,107.6663161,33.5934196,0
3737,107.6661161,33.5933996,0
3738,107.6659061,33.5933697,0
3739,107.6657761,33.5933597,0
3740,107.6656961,33.5933497,0
3741,107.6656161,33.5933397,0
3742,107.6655761,33.5933397,0
3743,107.6655261,33.5933397,0
3744,107.6654861,33.5933397,0
3745,107.6654061,33.5933397,0
3746,107.6652761,33.5933397,0
3747,107.6649061,33.5933497,0
3748,107.6647361,33.5933497,0
3749,107.6646061,33.5933597,0
3750,107.6645261,33.5933497,0
3751,107.6644461,33.5933497,0
3752,107.6643161,33.5933397,0
3753,107.663346,33.5932797,0
3754,107.662576,33.5930697,0
3755,107.662456,33.5930397,0
3756,107.662336,33.5929997,0
3757,107.662136,33.5929497,0
3758,107.662116,33.5928897,0
3759,107.662106,33.5928397,0
3760,107.662086,33.5927897,0
3761,107.662076,33.5927297,0
3762,107.662066,33.5926697,0
3763,107.662066,33.5925997,0
3764,107.662066,33.5925197,0
3765,107.662066,33.5924197,0
3766,107.662076,33.5923597,0
3767,107.662086,33.5922897,0
3768,107.662116,33.5921097,0
3769,107.662156,33.5919097,0
3770,107.662176,33.5918197,0
3771,107.662186,33.5917797,0
3772,107.662266,33.5917597,0
3773,107.662356,33.5917497,0
3774,107.662556,33.5916596,0
3775,107.663086,33.5915896,0
3776,107.663266,33.5915896,0
3777,107.663456,33.5915896,0
3778,107.663506,33.5915796,0
3779,107.663446,33.5915196,0
3780,107.663536,33.5914596,0
3781,107.663616,33.5913896,0
3782,107.663696,33.5913196,0
3783,107.663766,33.5912396,0
3784,107.663816,33.5911896,0
3785,107.663856,33.5911296,0
3786,107.663896,33.5910696,0
3787,107.663976,33.5909396,0
3788,107.664016,33.5908796,0
3789,107.664046,33.5908296,0
3790,107.664136,33.5907196,0
3791,107.664176,33.5906696,0
3792,107.664196,33.5906396,0
3793,107.664216,33.5906196,0
3794,107.664226,33.5905896,0
3795,107.664236,33.5905696,0
3796,107.664236,33.5905396,0
3797,107.664246,33.5904996,0
3798,107.664246,33.5904696,0
3799,107.664246,33.5904396,0
3800,107.664236,33.5903596,0
3801,107.664226,33.5902796,0
3802,107.664206,33.5902196,0
3803,107.664186,33.5901596,0
3804,107.664156,33.5900896,0
3805,107.664106,33.5899996,0
3806,107.6640959,33.5899828,0
3807,107.664076,33.5899496,0
3808,107.663986,33.5898296,0
3809,107.663966,33.5897896,0
3810,107.663956,33.5897596,0
3811,107.663946,33.5897296,0
3812,107.663936,33.5896896,0
3813,107.663916,33.5895896,0
3814,107.663916,33.5895696,0
3815,107.663916,33.5895396,0
3816,107.663926,33.5894296,0
3817,107.663926,33.5893896,0
3818,107.663916,33.5893396,0
3819,107.663906,33.5893096,0
3820,107.663886,33.5892696,0
3821,107.663836,33.5891796,0
3822,107.663816,33.5891396,0
3823,107.663796,33.5890896,0
3824,107.663776,33.5890396,0
3825,107.663766,33.5889796,0
3826,107.663756,33.5889296,0
3827,107.663746,33.5888796,0
3828,107.663746,33.5888296,0
3829,107.663746,33.5886696,0
3830,107.663746,33.5885696,0
3831,107.663756,33.5884696,0
3832,107.663766,33.5883596,0
3833,107.663786,33.5882096,0
3834,107.663806,33.5880996,0
3835,107.663836,33.5879296,0
3836,107.663866,33.5877495,0
3837,107.663876,33.5877095,0
3838,107.663886,33.5876595,0
3839,107.663906,33.5875995,0
3840,107.663966,33.5874595,0
3841,107.663996,33.5873995,0
3842,107.664026,33.5872895,0
3843,107.664046,33.5871795,0
3844,107.664056,33.5871295,0
3845,107.664056,33.5870695,0
3846,107.664066,33.5869395,0
3847,107.664066,33.5868195,0
3848,107.664066,33.5867895,0
3849,107.664056,33.5867495,0
3850,107.664046,33.5867195,0
3851,107.664026,33.5866895,0
3852,107.663996,33.5866495,0
3853,107.663926,33.5865695,0
3854,107.663896,33.5865395,0
3855,107.6638659,33.5865095,0
3856,107.6638459,33.5864695,0
3857,107.6638359,33.5864395,0
3858,107.6638259,33.5863495,0
3859,107.6638159,33.5863095,0
3860,107.6637959,33.5862695,0
3861,107.6637459,33.5861795,0
3862,107.6637259,33.5861395,0
3863,107.6637059,33.5860795,0
3864,107.6636959,33.5860195,0
3865,107.6636859,33.5859595,0
3866,107.6636859,33.5858995,0
3867,107.6636959,33.5858595,0
3868,107.6637059,33.5858195,0
3869,107.6637259,33.5857795,0
3870,107.6637559,33.5857395,0
3871,107.6637859,33.5856895,0
3872,107.6638159,33.5856495,0
3873,107.6638359,33.5856195,0
3874,107.6638559,33.5855995,0
3875,107.6639059,33.5855395,0
3876,107.6639359,33.5855095,0
3877,107.6639759,33.5854795,0
3878,107.6640259,33.5854495,0
3879,107.6641259,33.5853895,0
3880,107.6641759,33.5853595,0
3881,107.6642159,33.5853295,0
3882,107.6642459,33.5852995,0
3883,107.6642659,33.5852495,0
3884,107.6642859,33.5852095,0
3885,107.6643059,33.5851495,0
3886,107.6643159,33.5850895,0
3887,107.6643259,33.5850295,0
3888,107.6643259,33.5849595,0
3889,107.6643159,33.5848795,0
3890,107.6643159,33.5848792,0
3891,107.6643159,33.5847895,0
3892,107.6643059,33.5847195,0
3893,107.6642959,33.5846595,0
